Location,LocCode,ImageNumber,ImageQuality,Species,NumIndividuals,Date,Time,Notes
Anteater_2,AT,IMG_0935,3,rabbit,1,1/21/2020,17:48:00, 
Anteater_2,AT,IMG_0938,1,rabbit,1,1/21/2020,18:02:00, 
Anteater_2,AT,IMG_0940,3,rabbit,1,1/21/2020,18:07:00, 
Anteater_2,AT,IMG_0943,2,rabbit,1,1/21/2020,18:17:00, 
Anteater_2,AT,IMG_0945,2,rabbit,2,1/21/2020,18:35:00, 
Anteater_2,AT,IMG_0948,2,human,1,1/22/2020,7:01:00, 
Anteater_2,AT,IMG_0953,1,human,1,1/22/2020,15:16:00, 
Anteater_2,AT,IMG_0957,1,rabbit,1,1/22/2020,15:49:00, 
Anteater_2,AT,IMG_0960,1,human,1,1/22/2020,16:12:00, 
Anteater_2,AT,IMG_0965,1,human,1,1/22/2020,16:21:00, 
Anteater_2,AT,IMG_0967,1,human,2,1/22/2020,16:50:00,Two humans and a rabbit
Anteater_2,AT,IMG_0967,1,rabbit,1,1/22/2020,16:50:00,Two humans and a rabbit
Anteater_2,AT,IMG_0970,1,rabbit,1,1/22/2020,16:54:00, 
Anteater_2,AT,IMG_0973,2,rabbit,2,1/22/2020,17:03:00, 
Anteater_2,AT,IMG_0975,1,rabbit,2,1/22/2020,17:04:00, 
Anteater_2,AT,IMG_0978,1,rabbit,1,1/22/2020,17:07:00, 
Anteater_2,AT,IMG_0981,1,rabbit,2,1/22/2020,17:10:00, 
Anteater_2,AT,IMG_0984,1,rabbit,2,1/22/2020,17:13:00, 
Anteater_2,AT,IMG_0987,1,rabbit,2,1/22/2020,17:14:00, 
Anteater_2,AT,IMG_0991,1,rabbit,2,1/22/2020,17:20:00, 
Anteater_2,AT,IMG_0994,1,rabbit,1,1/22/2020,17:23:00, 
Anteater_2,AT,IMG_0996,1,rabbit,2,1/22/2020,17:28:00, 
Anteater_2,AT,IMG_0999,1,rabbit,1,1/22/2020,17:31:00, 
Anteater_2,AT,IMG_1002,1,human,1,1/22/2020,17:40:00, 
Anteater_2,AT,IMG_1006,1,coyote,2,1/22/2020,17:58:00, 
Anteater_2,AT,IMG_1008,1,rabbit,1,1/22/2020,18:25:00, 
Anteater_2,AT,IMG_1014,1,human,1,1/23/2020,8:19:00, 
Anteater_2,AT,IMG_1017,1,human,1,1/23/2020,8:33:00, 
Anteater_2,AT,IMG_1020,1,bird,1,1/23/2020,10:32:00,A greater roadrunner
Anteater_2,AT,IMG_1023,1,bird,3,1/23/2020,11:42:00,A greater roadrunner and two birds
Anteater_2,AT,IMG_1026,1,rabbit,1,1/23/2020,15:18:00, 
Anteater_2,AT,IMG_1029,1,rabbit,1,1/23/2020,15:47:00, 
Anteater_2,AT,IMG_1032,1,rabbit,1,1/23/2020,15:48:00, 
Anteater_2,AT,IMG_1035,1,rabbit,1,1/23/2020,16:07:00, 
Anteater_2,AT,IMG_1038,1,rabbit,1,1/23/2020,16:25:00, 
Anteater_2,AT,IMG_1044,2,rabbit,1,1/23/2020,16:35:00, 
Anteater_2,AT,IMG_1047,1,rabbit,1,1/23/2020,16:44:00, 
Anteater_2,AT,IMG_1053,1,rabbit,1,1/23/2020,16:47:00, 
Anteater_2,AT,IMG_1056,2,rabbit,2,1/23/2020,16:51:00, 
Anteater_2,AT,IMG_1059,1,rabbit,2,1/23/2020,16:55:00, 
Anteater_2,AT,IMG_1062,2,rabbit,1,1/23/2020,17:04:00, 
Anteater_2,AT,IMG_1065,1,rabbit,2,1/23/2020,17:17:00, 
Anteater_2,AT,IMG_1068,1,rabbit,1,1/23/2020,17:20:00, 
Anteater_2,AT,IMG_1071,1,rabbit,2,1/23/2020,17:22:00, 
Anteater_2,AT,IMG_1074,1,rabbit,2,1/23/2020,17:24:00, 
Anteater_2,AT,IMG_1077,1,rabbit,1,1/23/2020,17:28:00, 
Anteater_2,AT,IMG_1080,1,rabbit,2,1/23/2020,17:37:00, 
Anteater_2,AT,IMG_1084,1,rabbit,1,1/23/2020,17:48:00, 
Anteater_2,AT,IMG_1089,1,rabbit,2,1/23/2020,17:55:00, 
Anteater_2,AT,IMG_1092,2,rabbit,2,1/23/2020,18:00:00, 
Anteater_2,AT,IMG_1095,2,rabbit,1,1/23/2020,18:31:00, 
Anteater_2,AT,IMG_1098,3,rabbit,1,1/23/2020,18:40:00, 
Anteater_2,AT,IMG_1101,3,unknown,1,1/23/2020,18:53:00, 
Anteater_2,AT,IMG_1104,2,rabbit,1,1/23/2020,19:06:00, 
Anteater_2,AT,IMG_1107,3,unknown,1,1/23/2020,19:13:00, 
Anteater_2,AT,IMG_1110,1,rabbit,1,1/23/2020,19:14:00, 
Anteater_2,AT,IMG_1113,2,rabbit,1,1/23/2020,19:16:00, 
Anteater_2,AT,IMG_1119,2,rabbit,1,1/23/2020,20:57:00, 
Anteater_2,AT,IMG_1122,3,unknown,1,1/23/2020,23:54:00,Eye reflection
Anteater_2,AT,IMG_1126,3,unknown,1,1/24/2020,0:38:00,Eye reflection
Anteater_2,AT,IMG_1129,2,rabbit,1,1/24/2020,0:53:00, 
Anteater_2,AT,IMG_1144,1,rabbit,2,1/24/2020,15:21:00, 
Anteater_2,AT,IMG_1146,1,human,1,1/24/2020,15:24:00, 
Anteater_2,AT,IMG_1146,1,rabbit,1,1/24/2020,15:24:00, 
Anteater_2,AT,IMG_1149,1,rabbit,2,1/24/2020,15:34:00, 
Anteater_2,AT,IMG_1152,1,rabbit,1,1/24/2020,15:37:00, 
Anteater_2,AT,IMG_1155,1,rabbit,1,1/24/2020,15:52:00, 
Anteater_2,AT,IMG_1158,1,rabbit,1,1/24/2020,15:55:00, 
Anteater_2,AT,IMG_1161,1,rabbit,2,1/24/2020,16:08:00, 
Anteater_2,AT,IMG_1164,1,rabbit,2,1/24/2020,16:09:00, 
Anteater_2,AT,IMG_1167,1,rabbit,2,1/24/2020,16:19:00, 
Anteater_2,AT,IMG_1170,2,rabbit,1,1/24/2020,17:18:00, 
Anteater_2,AT,IMG_1173,1,coyote,1,1/24/2020,17:28:00, 
Anteater_2,AT,IMG_1176,2,human,1,1/24/2020,20:10:00, 
Anteater_2,AT,IMG_1180,2,human,1,1/24/2020,20:25:00, 
Anteater_2,AT,IMG_1183,2,human,1,1/25/2020,8:10:00, 
Anteater_2,AT,IMG_1185,1,bird,10,1/25/2020,10:01:00,A hawk and 9 birds
Anteater_2,AT,IMG_1188,1,rabbit,1,1/25/2020,14:22:00, 
Anteater_2,AT,IMG_1191,1,rabbit,1,1/25/2020,15:54:00, 
Anteater_2,AT,IMG_1194,1,rabbit,1,1/25/2020,16:00:00, 
Anteater_2,AT,IMG_1197,1,rabbit,1,1/25/2020,16:11:00, 
Anteater_2,AT,IMG_1200,1,rabbit,1,1/25/2020,16:25:00, 
Anteater_2,AT,IMG_1203,1,rabbit,1,1/25/2020,16:27:00, 
Anteater_2,AT,IMG_1206,1,human,2,1/26/2020,16:46:00, 
Anteater_2,AT,IMG_1209,1,human,1,1/26/2020,16:53:00, 
Anteater_2,AT,IMG_1213,1,human,2,1/26/2020,17:03:00, 
Anteater_2,AT,IMG_1216,1,rabbit,2,1/25/2020,17:23:00, 
Anteater_2,AT,IMG_1219,1,rabbit,3,1/25/2020,17:24:00, 
Anteater_2,AT,IMG_1221,1,rabbit,1,1/25/2020,17:26:00, 
Anteater_2,AT,IMG_1224,1,rabbit,1,1/25/2020,17:28:00, 
Anteater_2,AT,IMG_1227,1,rabbit,2,1/25/2020,17:31:00, 
Anteater_2,AT,IMG_1231,1,rabbit,2,1/25/2020,17:33:00, 
Anteater_2,AT,IMG_1233,1,rabbit,1,1/25/2020,17:37:00, 
Anteater_2,AT,IMG_1237,1,rabbit,1,1/25/2020,17:39:00, 
Anteater_2,AT,IMG_1240,1,rabbit,1,1/25/2020,17:46:00, 
Anteater_2,AT,IMG_1243,1,rabbit,1,1/25/2020,17:49:00, 
Anteater_2,AT,IMG_1248,1,rabbit,2,1/25/2020,17:53:00, 
Anteater_2,AT,IMG_1251,2,rabbit,2,1/25/2020,17:54:00, 
Anteater_2,AT,IMG_1257,2,rabbit,2,1/25/2020,17:57:00, 
Anteater_2,AT,IMG_1261,1,rabbit,2,1/25/2020,18:00:00, 
Anteater_2,AT,IMG_1267,3,rabbit,2,1/25/2020,18:29:00, 
Anteater_2,AT,IMG_1271,1,rabbit,1,1/25/2020,18:31:00, 
Anteater_2,AT,IMG_1273,1,rabbit,1,1/25/2020,18:33:00, 
Anteater_2,AT,IMG_1276,1,rabbit,1,1/25/2020,18:35:00, 
Anteater_2,AT,IMG_1278,3,rabbit,2,1/25/2020,18:39:00, 
Anteater_2,AT,IMG_1281,2,rabbit,1,1/25/2020,18:53:00, 
Anteater_2,AT,IMG_1285,1,rabbit,3,1/25/2020,18:57:00, 
Anteater_2,AT,IMG_1288,2,rabbit,2,1/25/2020,18:59:00, 
Anteater_2,AT,IMG_1291,1,rabbit,2,1/25/2020,19:01:00, 
Anteater_2,AT,IMG_1293,2,rabbit,1,1/25/2020,19:09:00, 
Anteater_2,AT,IMG_1313,2,rabbit,1,1/26/2020,2:03:00, 
Anteater_2,AT,IMG_1315,1,rabbit,1,1/26/2020,6:18:00, 
Anteater_2,AT,IMG_1317,1,human,1,1/26/2020,6:42:00, 
Anteater_2,AT,IMG_1321,1,rabbit,2,1/26/2020,6:48:00, 
Anteater_2,AT,IMG_1324,1,rabbit,1,1/26/2020,6:54:00, 
Anteater_2,AT,IMG_1326,1,rabbit,2,1/26/2020,6:55:00, 
Anteater_2,AT,IMG_1328,1,rabbit,2,1/26/2020,6:56:00, 
Anteater_2,AT,IMG_1329,1,rabbit,1,1/26/2020,7:14:00, 
Anteater_2,AT,IMG_1332,1,rabbit,1,1/26/2020,7:52:00, 
Anteater_2,AT,IMG_1335,1,rabbit,1,1/26/2020,7:56:00, 
Anteater_2,AT,IMG_1338,1,rabbit,1,1/26/2020,8:09:00, 
Anteater_2,AT,IMG_1341,1,rabbit,1,1/26/2020,8:33:00,two birds and a rabbit
Anteater_2,AT,IMG_1341,1,bird,2,1/26/2020,8:33:00,two birds and a rabbit
Anteater_2,AT,IMG_1344,1,human,1,1/26/2020,11:15:00, 
Anteater_2,AT,IMG_1347,1,rabbit,1,1/26/2020,12:01:00, 
Anteater_2,AT,IMG_1350,1,rabbit,4,1/26/2020,13:17:00, 
Anteater_2,AT,IMG_1353,1,rabbit,1,1/26/2020,13:20:00, 
Anteater_2,AT,IMG_1356,1,rabbit,1,1/26/2020,13:21:00, 
Anteater_2,AT,IMG_1359,1,rabbit,1,1/26/2020,13:23:00, 
Anteater_2,AT,IMG_1362,1,rabbit,1,1/26/2020,13:28:00, 
Anteater_2,AT,IMG_1365,1,rabbit,2,1/26/2020,13:31:00, 
Anteater_2,AT,IMG_1368,1,rabbit,2,1/26/2020,13:33:00, 
Anteater_2,AT,IMG_1371,1,rabbit,1,1/26/2020,13:52:00, 
Anteater_2,AT,IMG_1374,1,rabbit,1,1/26/2020,13:58:00, 
Anteater_2,AT,IMG_1377,1,rabbit,1,1/26/2020,14:00:00, 
Anteater_2,AT,IMG_1380,1,rabbit,3,1/26/2020,14:19:00, 
Anteater_2,AT,IMG_1383,1,rabbit,1,1/26/2020,14:28:00, 
Anteater_2,AT,IMG_1386,1,rabbit,1,1/26/2020,14:29:00, 
Anteater_2,AT,IMG_1389,1,rabbit,1,1/26/2020,14:31:00, 
Anteater_2,AT,IMG_1393,1,rabbit,1,1/26/2020,14:33:00, 
Anteater_2,AT,IMG_1395,1,rabbit,1,1/26/2020,14:36:00, 
Anteater_2,AT,IMG_1398,1,rabbit,2,1/26/2020,14:54:00, 
Anteater_2,AT,IMG_1401,1,rabbit,1,1/26/2020,14:56:00, 
Anteater_2,AT,IMG_1404,1,rabbit,1,1/26/2020,14:59:00, 
Anteater_2,AT,IMG_1407,1,rabbit,1,1/26/2020,15:06:00, 
Anteater_2,AT,IMG_1410,1,rabbit,1,1/26/2020,15:09:00, 
Anteater_2,AT,IMG_1413,1,human,2,1/26/2020,15:13:00, 
Anteater_2,AT,IMG_1417,1,rabbit,2,1/26/2020,15:22:00, 
Anteater_2,AT,IMG_1419,1,rabbit,1,1/26/2020,15:26:00, 
Anteater_2,AT,IMG_1423,1,rabbit,2,1/26/2020,15:41:00, 
Anteater_2,AT,IMG_1425,1,rabbit,1,1/26/2020,15:44:00, 
Anteater_2,AT,IMG_1429,1,rabbit,3,1/26/2020,15:47:00, 
Anteater_2,AT,IMG_1432,1,rabbit,2,1/26/2020,15:51:00, 
Anteater_2,AT,IMG_1434,1,rabbit,1,1/26/2020,15:54:00, 
Anteater_2,AT,IMG_1437,1,rabbit,2,1/26/2020,15:59:00, 
Anteater_2,AT,IMG_1440,1,rabbit,1,1/26/2020,16:02:00, 
Anteater_2,AT,IMG_1443,1,rabbit,1,1/26/2020,16:04:00, 
Anteater_2,AT,IMG_1446,1,rabbit,1,1/26/2020,16:08:00, 
Anteater_2,AT,IMG_1449,1,rabbit,1,1/26/2020,16:14:00, 
Anteater_2,AT,IMG_1452,1,rabbit,1,1/26/2020,16:16:00, 
Anteater_2,AT,IMG_1455,1,rabbit,2,1/26/2020,16:18:00, 
Anteater_2,AT,IMG_1458,1,rabbit,1,1/26/2020,16:23:00, 
Anteater_2,AT,IMG_1461,1,rabbit,1,1/26/2020,16:26:00, 
Anteater_2,AT,IMG_1464,1,rabbit,1,1/26/2020,16:29:00, 
Anteater_2,AT,IMG_1467,1,rabbit,1,1/26/2020,16:30:00, 
Anteater_2,AT,IMG_1470,1,human,1,1/26/2020,16:44:00, 
Anteater_2,AT,IMG_1470,1,rabbit,1,1/26/2020,16:44:00, 
Anteater_2,AT,IMG_1473,1,rabbit,1,1/26/2020,16:47:00, 
Anteater_2,AT,IMG_1476,1,rabbit,3,1/26/2020,17:07:00, 
Anteater_2,AT,IMG_1479,1,rabbit,2,1/26/2020,17:08:00, 
Anteater_2,AT,IMG_1482,1,rabbit,3,1/26/2020,17:09:00, 
Anteater_2,AT,IMG_1485,1,rabbit,4,1/26/2020,17:12:00, 
Anteater_2,AT,IMG_1488,1,rabbit,3,1/26/2020,17:13:00, 
Anteater_2,AT,IMG_1491,1,rabbit,2,1/26/2020,17:17:00, 
Anteater_2,AT,IMG_1494,1,rabbit,1,1/26/2020,17:20:00, 
Anteater_2,AT,IMG_1497,1,rabbit,2,1/26/2020,17:30:00, 
Anteater_2,AT,IMG_1500,3,rabbit,1,1/26/2020,17:34:00, 
Anteater_2,AT,IMG_1504,2,rabbit,1,1/26/2020,17:35:00, 
Anteater_2,AT,IMG_1507,1,rabbit,1,1/26/2020,17:40:00, 
Anteater_2,AT,IMG_1516,1,rabbit,1,1/26/2020,17:53:00, 
Anteater_2,AT,IMG_1519,2,rabbit,1,1/26/2020,17:56:00, 
Anteater_2,AT,IMG_1522,3,rabbit,1,1/26/2020,18:00:00, 
Anteater_2,AT,IMG_1525,1,rabbit,1,1/26/2020,18:08:00, 
Anteater_2,AT,IMG_1528,1,rabbit,1,1/26/2020,18:16:00, 
Anteater_2,AT,IMG_1531,1,rabbit,2,1/26/2020,18:19:00, 
Anteater_2,AT,IMG_1535,1,rabbit,1,1/26/2020,18:25:00, 
Anteater_2,AT,IMG_1537,1,rabbit,1,1/26/2020,18:26:00, 
Anteater_2,AT,IMG_1542,1,rabbit,1,1/26/2020,18:32:00, 
Anteater_2,AT,IMG_1549,2,rabbit,1,1/26/2020,18:41:00, 
Anteater_2,AT,IMG_1552,3,rabbit,1,1/26/2020,18:42:00, 
Anteater_2,AT,IMG_1554,1,rabbit,1,1/26/2020,18:50:00, 
Anteater_2,AT,IMG_1558,2,rabbit,1,1/26/2020,18:59:00, 
Anteater_2,AT,IMG_1572,2,rabbit,1,1/26/2020,19:14:00, 
Anteater_2,AT,IMG_1575,2,rabbit,1,1/26/2020,19:16:00, 
Anteater_2,AT,IMG_1579,1,rabbit,1,1/26/2020,19:17:00, 
Anteater_2,AT,IMG_1582,2,rabbit,1,1/26/2020,19:37:00, 
Anteater_2,AT,IMG_1585,2,rabbit,1,1/26/2020,20:20:00, 
Anteater_2,AT,IMG_1620,3,human,1,1/27/2020,7:29:00, 
Anteater_2,AT,IMG_1623,1,human,2,1/27/2020,8:29:00, 
Anteater_2,AT,IMG_1626,1,human,2,1/27/2020,9:02:00, 
Anteater_2,AT,IMG_1629,1,human,3,1/27/2020,9:27:00, 
Anteater_2,AT,IMG_1632,1,rabbit,1,1/27/2020,13:14:00, 
Anteater_2,AT,IMG_1635,1,rabbit,1,1/27/2020,17:18:00, 
Anteater_2,AT,IMG_1638,1,rabbit,1,1/27/2020,17:23:00, 
Anteater_2,AT,IMG_1642,2,rabbit,1,1/27/2020,17:59:00, 
Anteater_2,AT,IMG_1644,1,rabbit,1,1/27/2020,18:06:00, 
Anteater_2,AT,IMG_1648,2,rabbit,2,1/27/2020,18:09:00, 
Anteater_2,AT,IMG_1650,2,rabbit,2,1/27/2020,18:29:00, 
Anteater_2,AT,IMG_1654,1,rabbit,2,1/27/2020,18:51:00, 
Anteater_2,AT,IMG_1657,1,rabbit,1,1/27/2020,19:01:00, 
Anteater_2,AT,IMG_1660,2,rabbit,1,1/27/2020,19:42:00, 
Anteater_2,AT,IMG_1662,1,rabbit,2,1/27/2020,19:57:00, 
Anteater_2,AT,IMG_1666,3,rabbit,1,1/27/2020,19:59:00, 
Anteater_2,AT,IMG_1668,2,rabbit,2,1/27/2020,20:02:00, 
Anteater_2,AT,IMG_1672,2,rabbit,2,1/27/2020,20:06:00, 
Anteater_2,AT,IMG_1674,1,rabbit,1,1/27/2020,20:08:00, 
Anteater_2,AT,IMG_1678,1,rabbit,2,1/27/2020,20:09:00, 
Anteater_2,AT,IMG_1681,2,rabbit,1,1/27/2020,20:17:00, 
Anteater_2,AT,IMG_1683,2,rabbit,1,1/27/2020,20:32:00, 
Anteater_2,AT,IMG_1687,2,rabbit,2,1/27/2020,20:34:00, 
Anteater_2,AT,IMG_1692,2,rabbit,1,1/27/2020,21:16:00, 
Anteater_2,AT,IMG_1697,3,rabbit,1,1/27/2020,21:59:00, 
Anteater_2,AT,IMG_1702,2,human,1,1/28/2020,6:41:00, 
Anteater_2,AT,IMG_1704,1,human,1,1/28/2020,10:15:00, 
Anteater_2,AT,IMG_1708,1,human,2,1/28/2020,12:09:00, 
Anteater_2,AT,IMG_1710,1,rabbit,1,1/28/2020,14:20:00, 
Anteater_2,AT,IMG_1713,1,human,1,1/28/2020,14:23:00, 
Anteater_2,AT,IMG_1713,1,rabbit,1,1/28/2020,14:23:00, 
Anteater_2,AT,IMG_1715,1,human,1,1/28/2020,14:24:00, 
Anteater_2,AT,IMG_1716,1,rabbit,1,1/28/2020,15:36:00, 
Anteater_2,AT,IMG_1719,1,human,1,1/28/2020,15:38:00, 
Anteater_2,AT,IMG_1722,1,rabbit,1,1/28/2020,16:18:00, 
Anteater_2,AT,IMG_1725,1,human,1,1/28/2020,16:24:00, 
Anteater_2,AT,IMG_1725,1,domestic dog,1,1/28/2020,16:24:00, 
Anteater_2,AT,IMG_1729,1,human,1,1/28/2020,16:32:00, 
Anteater_2,AT,IMG_1729,1,domestic dog,1,1/28/2020,16:32:00, 
Anteater_2,AT,IMG_1731,1,rabbit,1,1/28/2020,17:05:00, 
Anteater_2,AT,IMG_1734,1,rabbit,2,1/28/2020,17:09:00, 
Anteater_2,AT,IMG_1737,1,rabbit,1,1/28/2020,17:27:00, 
Anteater_2,AT,IMG_1741,1,human,1,1/28/2020,17:32:00, 
Anteater_2,AT,IMG_1744,1,rabbit,1,1/28/2020,17:34:00, 
Anteater_2,AT,IMG_1746,1,rabbit,1,1/28/2020,17:37:00, 
Anteater_2,AT,IMG_1750,1,human,1,1/28/2020,17:44:00, 
Anteater_2,AT,IMG_1752,3,coyote,1,1/28/2020,18:23:00, 
Anteater_2,AT,IMG_1758,2,rabbit,1,1/28/2020,20:19:00, 
Anteater_2,AT,IMG_1761,2,rabbit,1,1/28/2020,20:25:00, 
Anteater_2,AT,IMG_1764,2,rabbit,1,1/28/2020,20:42:00, 
Anteater_2,AT,IMG_1768,1,rabbit,1,1/28/2020,20:43:00, 
Anteater_2,AT,IMG_1771,2,coyote,1,1/28/2020,20:46:00, 
Anteater_2,AT,IMG_1774,2,rabbit,1,1/28/2020,21:21:00, 
Anteater_2,AT,IMG_1776,2,coyote,1,1/28/2020,21:31:00, 
Anteater_2,AT,IMG_1779,1,human,1,1/29/2020,12:11:00, 
Anteater_2,AT,IMG_1782,1,human,1,1/29/2020,12:16:00, 
Anteater_2,AT,IMG_1788,1,rabbit,2,1/29/2020,16:11:00, 
Anteater_2,AT,IMG_1791,1,rabbit,1,1/29/2020,16:12:00, 
Anteater_2,AT,IMG_1794,1,rabbit,1,1/29/2020,16:14:00, 
Anteater_2,AT,IMG_1803,1,human,1,1/29/2020,16:19:00, 
Anteater_2,AT,IMG_1803,1,domestic dog,1,1/29/2020,16:19:00, 
Anteater_2,AT,IMG_1806,1,rabbit,1,1/29/2020,16:21:00, 
Anteater_2,AT,IMG_1809,1,human,2,1/29/2020,16:27:00, 
Anteater_2,AT,IMG_1812,1,rabbit,2,1/29/2020,16:50:00, 
Anteater_2,AT,IMG_1815,1,rabbit,2,1/29/2020,16:51:00, 
Anteater_2,AT,IMG_1818,1,rabbit,1,1/29/2020,16:52:00, 
Anteater_2,AT,IMG_1821,1,rabbit,2,1/29/2020,17:07:00, 
Anteater_2,AT,IMG_1825,1,rabbit,1,1/29/2020,17:39:00, 
Anteater_2,AT,IMG_1827,1,rabbit,1,1/29/2020,18:05:00, 
Anteater_2,AT,IMG_1830,1,rabbit,1,1/29/2020,18:06:00, 
Anteater_2,AT,IMG_1839,3,rabbit,1,1/29/2020,19:34:00, 
Anteater_2,AT,IMG_1843,3,rabbit,2,1/29/2020,20:40:00, 
Anteater_2,AT,IMG_1845,2,rabbit,1,1/29/2020,20:41:00, 
Anteater_2,AT,IMG_1849,2,rabbit,2,1/29/2020,20:46:00, 
Anteater_2,AT,IMG_1852,2,rabbit,3,1/29/2020,20:48:00, 
Anteater_2,AT,IMG_1854,1,rabbit,1,1/29/2020,21:02:00, 
Anteater_2,AT,IMG_1863,1,rabbit,1,1/29/2020,22:23:00, 
Anteater_2,AT,IMG_1866,2,rabbit,1,1/29/2020,22:26:00, 
Anteater_2,AT,IMG_1869,1,rabbit,2,1/29/2020,22:27:00, 
Anteater_2,AT,IMG_1872,1,rabbit,3,1/29/2020,22:30:00, 
Anteater_2,AT,IMG_1875,1,rabbit,2,1/29/2020,22:34:00, 
Anteater_2,AT,IMG_1878,1,rabbit,3,1/29/2020,22:36:00, 
Anteater_2,AT,IMG_1881,1,rabbit,3,1/29/2020,22:40:00, 
Anteater_2,AT,IMG_1884,2,rabbit,3,1/29/2020,22:42:00, 
Anteater_2,AT,IMG_1887,2,rabbit,2,1/29/2020,22:45:00, 
Anteater_2,AT,IMG_1890,1,rabbit,3,1/29/2020,22:50:00, 
Anteater_2,AT,IMG_1893,2,rabbit,3,1/29/2020,22:54:00, 
Anteater_2,AT,IMG_1896,2,rabbit,3,1/29/2020,22:56:00, 
Anteater_2,AT,IMG_1903,2,rabbit,1,1/29/2020,23:36:00, 
Anteater_2,AT,IMG_1905,2,rabbit,2,1/29/2020,23:46:00, 
Anteater_2,AT,IMG_1910,1,rabbit,1,1/29/2020,23:47:00, 
Anteater_2,AT,IMG_1912,1,rabbit,2,1/29/2020,23:48:00, 
Anteater_2,AT,IMG_1918,1,rabbit,1,1/29/2020,23:53:00, 
Anteater_2,AT,IMG_1921,2,rabbit,1,1/30/2020,0:21:00, 
Anteater_2,AT,IMG_1927,2,rabbit,2,1/30/2020,2:14:00, 
Anteater_2,AT,IMG_1935,1,rabbit,1,1/30/2020,2:45:00, 
Anteater_2,AT,IMG_1939,2,rabbit,1,1/30/2020,2:50:00, 
Anteater_2,AT,IMG_1941,2,rabbit,1,1/30/2020,2:52:00, 
Anteater_2,AT,IMG_1948,1,rabbit,1,1/30/2020,5:16:00, 
Anteater_2,AT,IMG_1950,1,rabbit,1,1/30/2020,5:25:00, 
Anteater_2,AT,IMG_1954,2,rabbit,1,1/30/2020,6:04:00, 
Anteater_2,AT,IMG_1959,1,human,1,1/30/2020,6:53:00, 
Anteater_2,AT,IMG_1962,1,human,1,1/30/2020,12:06:00, 
Anteater_2,AT,IMG_1968,1,human,1,1/30/2020,15:48:00, 
Anteater_2,AT,IMG_1971,1,rabbit,1,1/30/2020,16:01:00, 
Anteater_2,AT,IMG_1974,2,rabbit,1,1/30/2020,17:00:00, 
Anteater_2,AT,IMG_1978,2,rabbit,1,1/30/2020,18:11:00, 
Anteater_2,AT,IMG_1981,1,rabbit,1,1/30/2020,18:13:00, 
Anteater_2,AT,IMG_1983,2,rabbit,2,1/30/2020,18:19:00, 
Anteater_2,AT,IMG_1987,1,rabbit,2,1/30/2020,18:24:00, 
Anteater_2,AT,IMG_1989,1,rabbit,2,1/30/2020,18:25:00, 
Anteater_2,AT,IMG_1993,1,rabbit,1,1/30/2020,18:34:00, 
Anteater_2,AT,IMG_1996,1,rabbit,1,1/30/2020,19:20:00, 
Anteater_2,AT,IMG_1999,2,rabbit,1,1/30/2020,19:21:00, 
Anteater_2,AT,IMG_2001,2,coyote,1,1/30/2020,19:42:00, 
Anteater_2,AT,IMG_2005,2,rabbit,1,1/30/2020,20:10:00, 
Anteater_2,AT,IMG_2008,1,rabbit,1,1/30/2020,20:15:00, 
Anteater_2,AT,IMG_2014,1,rabbit,1,1/30/2020,21:01:00, 
Anteater_2,AT,IMG_2016,3,rabbit,1,1/30/2020,21:03:00, 
Anteater_2,AT,IMG_2020,2,rabbit,1,1/30/2020,21:04:00, 
Anteater_2,AT,IMG_2022,3,rabbit,1,1/30/2020,21:06:00, 
Anteater_2,AT,IMG_2032,2,rabbit,1,1/30/2020,22:55:00, 
Anteater_2,AT,IMG_2057,3,rabbit,1,1/30/2020,22:57:00, 
Anteater_2,AT,IMG_2041,1,rabbit,1,1/31/2020,0:34:00, 
Anteater_2,AT,IMG_2047,3,rabbit,1,1/31/2020,3:14:00, 
Anteater_2,AT,IMG_2049,1,rabbit,1,1/31/2020,4:38:00, 
Anteater_2,AT,IMG_2053,2,rabbit,1,1/31/2020,5:25:00, 
Anteater_2,AT,IMG_2055,3,rabbit,1,1/31/2020,6:03:00, 
Anteater_2,AT,IMG_2061,2,human,1,1/31/2020,7:51:00,Biker
Anteater_2,AT,IMG_2065,1,human,1,1/31/2020,8:46:00, 
Anteater_2,AT,IMG_2065,1,domestic dog,1,1/31/2020,8:46:00, 
Anteater_2,AT,IMG_2067,1,human,1,1/31/2020,11:38:00, 
Anteater_2,AT,IMG_2070,1,human,1,1/31/2020,15:20:00, 
Anteater_2,AT,IMG_2073,1,human,1,1/31/2020,15:30:00, 
Anteater_2,AT,IMG_2076,1,rabbit,1,1/31/2020,16:18:00, 
Anteater_2,AT,IMG_2079,1,rabbit,2,1/31/2020,16:20:00, 
Anteater_2,AT,IMG_2085,1,rabbit,1,1/31/2020,16:45:00, 
Anteater_2,AT,IMG_2088,2,rabbit,1,1/31/2020,16:46:00, 
Anteater_2,AT,IMG_2091,1,rabbit,1,1/31/2020,16:49:00, 
Anteater_2,AT,IMG_2094,1,rabbit,2,1/31/2020,17:05:00, 
Anteater_2,AT,IMG_2097,1,rabbit,2,1/31/2020,17:08:00, 
Anteater_2,AT,IMG_2100,1,rabbit,1,1/31/2020,17:10:00, 
Anteater_2,AT,IMG_2103,1,rabbit,2,1/31/2020,17:14:00, 
Anteater_2,AT,IMG_2106,1,rabbit,2,1/31/2020,17:15:00, 
Anteater_2,AT,IMG_2109,1,rabbit,2,1/31/2020,17:20:00, 
